datetime,portfolio_value,cash,return
2020-01-02 09:30:00-05:00,100000.0,100000.0,
2020-01-02 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-21 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-21 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-21 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-22 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-22 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-22 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-23 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-23 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-23 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-24 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-24 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-24 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-27 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-27 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-27 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-28 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-28 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-28 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-29 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-29 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-29 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-30 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-30 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-30 17:30:00-05:00,100000.0,100000.0,0.0
2020-01-31 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-31 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-31 17:30:00-05:00,100000.0,100000.0,0.0
2020-02-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-03 13:30:00-05:00,99441.55093383789,149472.5509338379,-0.005584490661621144
2020-02-03 17:30:00-05:00,98605.70233154297,223519.70233154297,-0.008405426046211195
2020-02-04 09:30:00-05:00,100000.0,223519.70233154297,0.014140132218408263
2020-02-04 13:30:00-05:00,100000.0,223519.70233154297,0.0
2020-02-04 17:30:00-05:00,100000.0,223519.70233154297,0.0
2020-02-05 09:30:00-05:00,98196.9595336914,223519.70233154297,-0.01803040466308592
2020-02-05 13:30:00-05:00,98196.9595336914,223519.70233154297,0.0
2020-02-05 17:30:00-05:00,98196.9595336914,223519.70233154297,0.0
2020-02-06 09:30:00-05:00,96592.56652832031,223519.70233154297,-0.016338520184228544
2020-02-06 13:30:00-05:00,96592.56652832031,223519.70233154297,0.0
2020-02-06 17:30:00-05:00,96592.56652832031,223519.70233154297,0.0
2020-02-07 09:30:00-05:00,95966.08093261719,223519.70233154297,-0.006485857227113256
2020-02-07 13:30:00-05:00,95966.08093261719,223519.70233154297,0.0
2020-02-07 17:30:00-05:00,95966.08093261719,223519.70233154297,0.0
2020-02-10 09:30:00-05:00,96382.4595336914,223519.70233154297,0.004338810098607482
2020-02-10 13:30:00-05:00,95848.22076416016,334812.9860229492,-0.005542904508931912
2020-02-10 17:30:00-05:00,95048.45260620117,501421.68154907227,-0.008344110632234503
2020-02-11 09:30:00-05:00,96989.83813476562,501421.68154907227,0.020425219720387133
2020-02-11 13:30:00-05:00,96989.83813476562,501421.68154907227,0.0
2020-02-11 17:30:00-05:00,96989.83813476562,501421.68154907227,0.0
2020-02-12 09:30:00-05:00,90970.31707763672,501421.68154907227,-0.06206341997153242
2020-02-12 13:30:00-05:00,90970.31707763672,501421.68154907227,0.0
2020-02-12 17:30:00-05:00,90970.31707763672,501421.68154907227,0.0
2020-02-13 09:30:00-05:00,90152.26794433594,501421.68154907227,-0.008992484137464674
2020-02-13 13:30:00-05:00,89430.58703613281,751301.5106506348,-0.008005133144833643
2020-02-13 17:30:00-05:00,88349.03567504883,1125785.394317627,-0.01209375222648379
2020-02-14 09:30:00-05:00,91336.63943481445,1125785.394317627,0.03381591815845231
2020-02-14 13:30:00-05:00,91336.63943481445,1125785.394317627,0.0
2020-02-14 17:30:00-05:00,91336.63943481445,1125785.394317627,0.0
2020-02-18 09:30:00-05:00,86254.56423950195,1125785.394317627,-0.05564114496394956
2020-02-18 13:30:00-05:00,86254.56423950195,1125785.394317627,0.0
2020-02-18 17:30:00-05:00,86254.56423950195,1125785.394317627,0.0
2020-02-19 09:30:00-05:00,89334.56423950195,1125785.394317627,0.03570825529241328
2020-02-19 13:30:00-05:00,89334.56423950195,1125785.394317627,0.0
2020-02-19 17:30:00-05:00,89334.56423950195,1125785.394317627,0.0
2020-02-20 09:30:00-05:00,85392.16799926758,1125785.394317627,-0.044130693128641485
2020-02-20 13:30:00-05:00,85392.16799926758,1125785.394317627,0.0
2020-02-20 17:30:00-05:00,85392.16799926758,1125785.394317627,0.0
2020-02-21 09:30:00-05:00,85546.22439575195,1125785.394317627,0.0018041045226266927
2020-02-21 13:30:00-05:00,85546.22439575195,1125785.394317627,0.0
2020-02-21 17:30:00-05:00,85546.22439575195,1125785.394317627,0.0
2020-02-24 09:30:00-05:00,92537.79055786133,1125785.394317627,0.08172851825423821
2020-02-24 13:30:00-05:00,92537.79055786133,1125785.394317627,0.0
2020-02-24 17:30:00-05:00,92537.79055786133,1125785.394317627,0.0
2020-02-25 09:30:00-05:00,130514.14920043945,1125785.394317627,0.41038756613529204
2020-02-25 13:30:00-05:00,130514.14920043945,1125785.394317627,0.0
2020-02-25 17:30:00-05:00,130514.14920043945,1125785.394317627,0.0
2020-02-26 09:30:00-05:00,128050.1867980957,1125785.394317627,-0.018878891043144108
2020-02-26 13:30:00-05:00,128050.1867980957,1125785.394317627,0.0
2020-02-26 17:30:00-05:00,128050.1867980957,1125785.394317627,0.0
2020-02-27 09:30:00-05:00,158111.0168762207,1125785.394317627,0.23475818997065345
2020-02-27 13:30:00-05:00,158111.0168762207,1125785.394317627,0.0
2020-02-27 17:30:00-05:00,158111.0168762207,1125785.394317627,0.0
2020-02-28 09:30:00-05:00,184968.62063598633,1125785.394317627,0.16986547990385414
2020-02-28 13:30:00-05:00,184968.62063598633,1125785.394317627,0.0
2020-02-28 17:30:00-05:00,184968.62063598633,1125785.394317627,0.0
2020-03-02 09:30:00-05:00,236589.3567199707,1125785.394317627,0.2790783426210044
2020-03-02 13:30:00-05:00,236589.3567199707,1125785.394317627,0.0
2020-03-02 17:30:00-05:00,236589.3567199707,1125785.394317627,0.0
2020-03-03 09:30:00-05:00,207298.62063598633,1125785.394317627,-0.12380411566295924
2020-03-03 13:30:00-05:00,207298.62063598633,1125785.394317627,0.0
2020-03-03 17:30:00-05:00,207298.62063598633,1125785.394317627,0.0
2020-03-04 09:30:00-05:00,172525.39431762695,1125785.394317627,-0.16774461022304976
2020-03-04 13:30:00-05:00,172525.39431762695,1125785.394317627,0.0
2020-03-04 17:30:00-05:00,172525.39431762695,1125785.394317627,0.0
2020-03-05 09:30:00-05:00,182935.80935668945,1125785.394317627,0.0603413490532092
2020-03-05 13:30:00-05:00,182935.80935668945,1125785.394317627,0.0
2020-03-05 17:30:00-05:00,182935.80935668945,1125785.394317627,0.0
2020-03-06 09:30:00-05:00,186446.96047973633,1125785.394317627,0.019193350582338953
2020-03-06 13:30:00-05:00,164608.74893188477,1666940.283050537,-0.1171282786893435
2020-03-06 17:30:00-05:00,132277.3122253418,2468119.216369629,-0.19641384140475882
2020-03-09 09:30:00-04:00,359596.60986328125,2468119.216369629,1.7185055684431227
2020-03-09 13:30:00-04:00,401467.95025634766,3744160.402038574,0.11643975289140207
2020-03-09 17:30:00-04:00,464980.13287353516,5679712.501647949,0.15819988264725326
2020-03-10 09:30:00-04:00,288061.3441772461,5679712.501647949,-0.3804867696237836
2020-03-10 13:30:00-04:00,288061.3441772461,5679712.501647949,0.0
2020-03-10 17:30:00-04:00,288061.3441772461,5679712.501647949,0.0
2020-03-11 09:30:00-04:00,438768.90802001953,4891232.501647949,0.5231787148436065
2020-03-11 13:30:00-04:00,438768.90802001953,4891232.501647949,0.0
2020-03-11 17:30:00-04:00,438768.90802001953,4891232.501647949,0.0
2020-03-12 09:30:00-04:00,830560.5016479492,4891232.501647949,0.8929338120057804
2020-03-12 13:30:00-04:00,830560.5016479492,4891232.501647949,0.0
2020-03-12 17:30:00-04:00,830560.5016479492,4891232.501647949,0.0
2020-03-13 09:30:00-04:00,718098.9797363281,4891232.501647949,-0.13540437052867504
2020-03-13 13:30:00-04:00,718098.9797363281,4891232.501647949,0.0
2020-03-13 17:30:00-04:00,718098.9797363281,4891232.501647949,0.0
2020-03-16 09:30:00-04:00,1052795.8680419922,3774029.725402832,0.46608740264268045
2020-03-16 13:30:00-04:00,1052795.8680419922,3774029.725402832,0.0
2020-03-16 17:30:00-04:00,1052795.8680419922,3774029.725402832,0.0
2020-03-17 09:30:00-04:00,1009243.4811553955,3774029.725402832,-0.04136831099802485
2020-03-17 13:30:00-04:00,1009243.4811553955,3774029.725402832,0.0
2020-03-17 17:30:00-04:00,1009243.4811553955,3774029.725402832,0.0
2020-03-18 09:30:00-04:00,1108420.975402832,3774029.725402832,0.0982691452551141
2020-03-18 13:30:00-04:00,1108420.975402832,3774029.725402832,0.0
2020-03-18 17:30:00-04:00,1108420.975402832,3774029.725402832,0.0
2020-03-19 09:30:00-04:00,1074571.975402832,3774029.725402832,-0.030538036315758355
2020-03-19 13:30:00-04:00,1074571.975402832,3774029.725402832,0.0
2020-03-19 17:30:00-04:00,1074571.975402832,3774029.725402832,0.0
2020-03-20 09:30:00-04:00,1021699.8511760253,3758165.827402832,-0.04920296214405384
2020-03-20 13:30:00-04:00,1021699.8511760253,3758165.827402832,0.0
2020-03-20 17:30:00-04:00,1021699.8511760253,3758165.827402832,0.0
2020-03-23 09:30:00-04:00,1183498.0298564453,3758165.827402832,0.15836175222515947
2020-03-23 13:30:00-04:00,1183498.0298564453,3758165.827402832,0.0
2020-03-23 17:30:00-04:00,1183498.0298564453,3758165.827402832,0.0
2020-03-24 09:30:00-04:00,1113204.988062622,3758165.827402832,-0.05939430402123236
2020-03-24 13:30:00-04:00,1113204.988062622,3758165.827402832,0.0
2020-03-24 17:30:00-04:00,1113204.988062622,3758165.827402832,0.0
2020-03-25 09:30:00-04:00,995297.6724956054,3758165.827402832,-0.10591698459078758
2020-03-25 13:30:00-04:00,995297.6724956054,3758165.827402832,0.0
2020-03-25 17:30:00-04:00,995297.6724956054,3758165.827402832,0.0
2020-03-26 09:30:00-04:00,942831.6191966552,3758165.827402832,-0.05271393146876047
2020-03-26 13:30:00-04:00,942831.6191966552,3758165.827402832,0.0
2020-03-26 17:30:00-04:00,942831.6191966552,3758165.827402832,0.0
2020-03-27 09:30:00-04:00,900520.3691966552,3758165.827402832,-0.04487678302097198
2020-03-27 13:30:00-04:00,900520.3691966552,3758165.827402832,0.0
2020-03-27 17:30:00-04:00,900520.3691966552,3758165.827402832,0.0
2020-03-30 09:30:00-04:00,873102.7618358154,3758165.827402832,-0.03044640443313773
2020-03-30 13:30:00-04:00,873102.7618358154,3758165.827402832,0.0
2020-03-30 17:30:00-04:00,873102.7618358154,3758165.827402832,0.0
2020-03-31 09:30:00-04:00,818267.3749492187,3758165.827402832,-0.06280519233646442
2020-03-31 13:30:00-04:00,818267.3749492187,3758165.827402832,0.0
